"","documents","docname","rating","day","blog"
"48","The New York Times today ran an editorial on the Voter ID issue, which holds that the Supreme Court should not serve the ""electoral purposes of a political party"" when it decides whether to uphold an Indiana Voter ID law. The editorial makes clear that, in its view, upholding the law would aid the GOP, since members of communities that disproportionably vote Democratic would most likely be affected (immigrants, African-Americans, the less well-off). Yet if the Court votes against Indiana, it will be supporting the ""electoral purposes"" of another  political party, the Democratic Party. The Times yet again illustrates it is willing to throw logic overboard for political purposes. Clarice Feldman adds:Those fighting for the right of states to insist on voter identification received  a surprising piece of evidence in the very week the case was heard by the U.S. Supreme Court:WASHINGTON - On the eve of a hearing before the U.S. Supreme Court, the Indiana Voter ID law has become a story with a twist: One of the individuals used by opponents to the law as an example of how the law hurts older Hoosiers is registered to vote in two states. Faye Buis-Ewing, 72, who has been telling the media she is a 50-year resident of Indiana, at one point in the past few years also claimed two states as her primary residence and received a homestead exemption on her property taxes in both states.","at0800900_0.text","Conservative",9,"at"
"49","Some conservatives are prematurely celebrating the death of the Big Media. Well, the BM just won the first and biggest PR battle of the election campaign, Iowa and New Hampshire. John McCain is the old love of the Left, and the Huckster is the new fave. Both will split the Republican Party, and if one of them wins, the media have saved up ammo to kill them in the Fall. So score this one Old Media 2, New Media 0. Sorry, folks. What about the Left candidates? Well, the BM have two goals: First, keeping and building their power -- which they will achieve if a Democrat wins. The second goal is their own financial viability, which they get by a horse race between Tweedle Dee Obama and Tweedle Dum Hillary. So having New Hampshire and Iowa split between the two of Left candidates serves both their economic and their ideological goal. It looks like a horse race, and they will glorify whoever wins. Total it up, and you get for New Hampshire and Iowa: Old Media 4, New Media 0. Gotta keep a honest score. The media are still the best at political manipulation. Don't count them out until they are actually out. Remember what the WaPo did to defeat Senator George Allen in Virginia: Killed him with an dumb slip of the tongue: ""macaca"". The real George Allan wouldn't know a macaca monkey from a banana split. But they provoked  him by planting an ethnic Indian guy to shadow his every move with a video cam. Allen was foolish enough to be provoked to respond with what he thought was a joke, and they Left played the video over and over again until Virginia voters were convinced that George Allen was tainted as a racist.  Since George Allen was being seen as a genuinely conservative GOP candidate with strong public appeal, the WaPo sent in its hit squad and squashed him dead. That's not a win for conservatives. No, the BM aren't dead yet. They are just transmogrifying into a different octopus. All the big web portals --- AOL, MSN, Yahoo and Google --- are owned by the Left. Newspapers may be dying, but the ideologues and manipulators of the Left are still in control. They no longer have a monopoly, but they still own most of the mind-control apparatus in America. Don't celebrate until we get a real victory. James Lewis blogs at dangeroustimes.wordpress.com/","at0800900_1.text","Conservative",9,"at"
"50","The pundits were writing Plastic Lady's epitaph,Pointing to lines going down on a graph.She had a bad finish out west a little ways;To socialist Utopians, it was the end of days.All the acting lessons were to no avail,And it reached a point where she wanted to wail.Then a reporter's question evoked some self-pity.How would she react?  It might not be pretty.She spoke of fear for country and how much she cares.As acolytes looked on, she could feel the stares.So she thought of her future, fancying it brief;She was being robbed of her birthright, by Obama, that thief!She felt the only emotion that within her existed:Concern for herself.  Her eyes became misted.Thinking of Obama, the man of her fears,She found some salvation in crocodile tears.The lemmings were snookered; she seemed so real.She finally could combat Obama's appeal.Confounding the commentators and their polls,She rallied her base of malcontent trolls.Is that too demeaning?  What do you say?What kind of people change votes in one day?Imagine, thinking Plastic Lady bona fide,Simply because she acted and cried.Was it really better than an eighth-grade audition, That callow deception in the service of ambition?Yet the efforts of a demagogue only third-rate,Worked some hapless souls into a passionate state.So that's America in this modern age,Heading toward her demise, perhaps the last stage.It just proves one thing, as to the left we do swerve.Ol' Thomas was right: We get the government we deserve.                      Contact Selwyn Duke","at0800900_2.text","Conservative",9,"at"
"51","That's the first question President George Bush will ask PA President Mahmoud Abbas at their meeting on Thursday.Bush made the statement at a press conference yesterday in Israel. The President also reminded the world that Iran was still a threat, despite the conclusions reached by the National Intelligence Estimate which stated that Iran had stopped its nuclear weapons program back in 2003:Visiting US President George Bush affirmed western concerns on Wednesday that Iran is a threat to world peace, despite the release of his country's National Intelligence Estimate report in November. ""The NIE report may have sent a signal to some that the US doesn't think that Iran is a threat. I have said that Iran was a threat, Iran is a threat and Iran will be a threat if the international community doesn't come together to prevent it from getting a nuclear weapon,"" Bush said in a joint press conference with Prime Minister Ehud Olmert shortly after a meeting between the two. He said that sanctions would force the Iranian people to choose whether to back a nuclear program. Prime Minister Olmert said he was ""encouraged and strengthened"" by Bush's remarks on Iran. He also said the Israelis and the PA were ""very serious"" about moving toward peace. The President is on an 8 day trip to the Middle East. In addition to Israel and the West Bank, the President will visit Kuwait, Bahrain, the United Arab Emirates, Saudi Arabia and Egypt.","at0800900_3.text","Conservative",9,"at"
"52","The son of Benazir Bhutto, the designated heir to the leadership of the Pakistani People's Party, has slowly begun to raise his profile internationally while assuring supporters and party members that he is indeed, in charge:Bilawal Bhutto Zardari warned on Tuesday that Pakistan could disintegrate if fair elections were not held, as he renewed calls for a UN probe into his mother’s killing and defended his appointment as her successor, AFP reported. “I fear for my country. I fear that if free and fair elections are not held it may disintegrate,” he told reporters here. He reiterated demands for a UN probe into Benazir’s assassination, explicitly casting doubt on the government’s investigation. Bilawal also criticised the US government’s support for Musharraf, AP reported. He rejected questions about the undemocratic nature of his succession, saying, “It wasn’t handed on like some piece of family furniture.” Bilawal also appealed for privacy upon his return to OxfordYoung Bilawal shows good instincts by warning of the possibility that Musharraf will pull some electoral ploy to rig the vote. He also shows good political sense by criticizing the United States - always a good move in Pakistan, one of the most anti-American countries in the world.While Musharraf has engaged Scotland Yard to help the Pakistanis get to the bottom of who killed his mother, Bilawal is clinging to the hope that the UN will get involved in the investigation. More likely, the US would veto any effort in the Security Council to set up such a body although we would probably settle for some kind of international panel to review evidence.The question some PPP members are asking is will the party leader return to Pakistan to campaign. This is not likely although his father, Asif Ali Zardari, who is running the day to day operation of the party will no doubt campaign heavily. But Zardari is tainted with a past that includes spending 8 years in jail for murder and corruption charges. He will not become Prime Minister after the elections.","at0800900_4.text","Conservative",9,"at"
"53","Yesterday's big winner was ... American democracy.  Often, we forget the strength and vigor of our democracy.   Let's get some perspective.  Within the past month we have seen a former female leader of a Muslim country assassinated as she led her political party to elections in an attempt to re-establish democracy.  Benazir Bhutto herself had been accused of corruption before her exile and she knew the risks of her return.  Nevertheless, she and her followers had a powerful commitment to democracy.  Indeed, although a member of Pakistan's political elite, Bhutto positioned herself as the voice of the people.  Her supporters effectively shut down the country with rioting in the wake of her death.  Even when our national political figures have been killed, Americans response has been an outpouring of grief - both for the loss of the person and the damage done to our democratic system.In Kenya - the home country of Senator Barack Obama's father with which he maintains strong personal ties - elections were marked by corruption, which is bad enough in a democracy.  But, the popular reaction to the ""stolen election"" was telling.  Not only did the opposition's political demonstrations turn into riots, but that violence spread to the countryside and morphed into ethnically based attacks reminiscent of Rwanda. In Lebanon, Syria and its minions prevent true independence and continue to kill any political leader that might oppose its dominance.  Indeed, that country's southern area continues to be controlled by Hizbullah - a worldwide terror group backed by Syria and Iran.In America we are at the beginning of our political process, but we are witnessing a stronger-than-ever political participation.  Several strong trends among the electorate are clear even at this early stage. 1.  People want change.  Clearly, nobody in Washington heeded the voters in 2006, so they are trying to get their message through again -- in a bigger way.  Indeed, the Pelosi-Reid led Congress was remarkably tone deaf on this account.  Senator Obama, former Senator John Edwards, and former Governors Mitt Romney and Mike Huckabee campaigned on the issue of change in Iowa.  By New Hampshire, Senators Hillary Clinton and John McCain had adopted this theme, as well.  Whether you believe her emotional statement or not, Sen. Clinton's moment was revealing.  She spoke to her supporters - women who came of political age in the late 1960's and early 1970's - who see Republicans as a threat to their political agenda and who want to reverse this trend before it is too late.2.  Positive outweighs negative.  People want something to believe in and vote FOR, and not simply reasons to not support a given candidate (although negative ads do work -- but they have to go all the way).  Hope may be outweighing fear in New Hampshire, at least among the independents.   Americans want to feel good about electing a president.  They are tired of holding their noses while casting their ballots.  Ronald Reagan inspired us with his vision of America as a Shining City on the Hill.  The first candidate who can create that type of positive vision for America - in speeches, advertisements and slogans - will win in November.3.  Electability will be a key message going forward.  We started to see this message in the last couple of days from the Romney and McCain campaigns.  Both claim to be able to beat Barack Obama - prior to Iowa it was Hillary.  As we move through the schedule, primary voters will increasingly be looking toward the general election and evaluating the candidates based upon electability.  We also will see this argument from the Clinton camp regarding Obama - can he beat the Republicans, or will his candidacy result in a Republican win in November.4.  Educate and cultivate your supporters -- Obama has targeted the apathetic, new and uninvolved constituencies, and has educated them about the democratic process.  Only Ron Paul uses his website to inform the public about the primary process in each state.  In both Iowa and New Hampshire people who had never participated previously did so this year.  Every four years there is a new opportunity to reach out to 18-24 year olds who have never voted for a president.  Obama does well among this constituency.  5.  Use the latest technology to create a community of supporters across the country -- both Obama and Romney continue to harness the latest technology, from video-blogs, to a social network on their websites (so supporters are not out there for the general public).  Romney's nationwide community even has its own online garage sale site so popular on the internet today.America has suffered from an appalling lack of voter participation since the end of World War II.  This election could mark a turn in the other direction.  This is good news, since it means that Americans believe that they can still change their country through the ballot box and do not have to result in other, less peaceful means.  We are not Pakistan, Kenya or Lebanon or any other country where people use violence, intimidation and corruption to gain and hold power.  We are America - the world's beacon of democracy.","at0800900_5.text","Conservative",9,"at"
"54","I am truly disappointed. By now, I expected Ron Paul to be on his way to the White House, measuring curtains for the Lincoln bedroom.At least, that was the impression left by the army of Paulbots that never tired of telling me ""Wait until Iowa"" or ""Wait until New Hampshire"" when supporters for their candidate would supposedly rise up out of the ground and march en masse to the polls, giiving their hero victory after victory.Well...we waited for Iowa. We waited for New Hampshire. My own guess is that we could wait for hell to freeze over and Ron Paul would still only be getting a fraction of the GOP vote for President. Ed Morrissey has noticed a strange phenomenon:Almost like clockwork, any time a blogger posts anything remotely critical about Ron Paul, it attracts hundreds of comments, most of them refusing to deal with the substance of the criticism. Instead, they usually contained cap-locked diatribes about the Federal Reserve, the Constitution, and how anyone who doesn't support Paul is a traitor or a fool. Many start off by saying, ""I am a Hispanic/Jewish/black voter who cares about freedom ..."" as a means of defusing the awkward inks between Paul and his newsletters and donation from neo-Nazi Don Black, as well as his 40-plus appearances on the radio show of Truther and conspiracy theorist Alex Jones. But not today. It's been more than 14 hours since I posted about the TNR story, and so far ... nothing. I really expected to find scores of outraged commentary in the Disqus moderation queue when I woke up this morning, but so far, it's been as quiet as a church mouse. The results from Iowa and New Hampshire may have finally broken the spell. Paul's supporters had insisted that the Revolution would launch from Iowa and New Hampshire, but Paul only won marginal support. Even in Iowa, where he ran only against Mitt Romney and Fred Thompson -- and where his libertarianism should have won significant traction -- his campaigning left him without a single delegate to the convention. Last night's election put him behind Rudy Giuliani in fifth place, even though Giuliani didn't exactly strain himself with Granite State campaigning. The Revolution turned out to be a dud.That last is an understatement. Not only was there no ""revolution,"" there was never anything there as far as support for Paul except hot air and paranoia. Ah! Blessed silence. Hopefully, we've seen the last of those internet gangsters and can go back to rational discussion of the election rather than constantly being bombarded by the idiocies and delusions of some very strange people.","at0800900_6.text","Conservative",9,"at"
"55","Following his big comeback win in New Hampshire, John McCain is headed to Michigan were he hopes to deal a  blow to the chances of Mitt Romney next Tuesday.The Romney name is revered in Michigan thanks to Mitt's father who was a former governor who ran for president himself back in 1968. Romney is expected to win and anything less would be a huge disappointment.Meanwhile, McCain rolls into Michigan having won the state in 2000 and is full of confidence:McCain and Romney plan to spend much of the next six days shuttling between western and southeastern Michigan for rallies, town halls and speeches. They've had paid staff and hundreds of volunteers in the state for months. Meanwhile, former Arkansas Gov. Mike Huckabee, who won the Iowa caucus but finished third in New Hampshire, added what as of late Tuesday was his only Michigan stop, a speech to the Detroit Economic Club on Friday. Romney and McCain spoke to the group in 2007. As of Tuesday night, former New York Mayor Rudy Giuliani had no campaign stops planned for Michigan, choosing to focus on Florida and South Carolina, but he began running TV ads in parts of the state.Democrats were forced by the national party to bypass Michigan because of the state's defiance of a rule saying they couldn't hold their primary before February 5. In addition, no delegates from Michigan will be seated at the convention. Hillary Clinton's name is on the ballot (Obamas and Edwards are not) but even if the DNC relents and allows Michigan to seat its delegation, she won't benefit from what is certain to be a landslide victory for her. The Republican National Committee also penalized Michigan but only took half their delegates away thus making Michigan a battleground between Romney and McCain. No other GOP candidate is expected to spend much time in the state with Fred Thompson and Mike Huckabee already girding themselves for a showdown in South Carolina while Rudy Giuliani is still pinning his hopes on a win in Florida.","at0800900_7.text","Conservative",9,"at"
"56","Is it ever going to be possible to have an election in this country where some idiot lefty doesn't believe that voting machines were hacked and the results tampered with?Brad Friedman of Bradblog is a dope. While professional pollsters are suprised that the results were so different than predicted, they are quietly going about the business of determining where they went wrong. They are taking a scientific approach to the problem - something that Friedman has rejected in favor of  hysteria and paranoia.Not so our intrepid lefty dolt who is trying to make the case that the counting system used by New Hampshire was using machines manufactured by the evil Diebold Corporation and therefore are automatically suspect. Diebold, you may recall, became infamous in Ohio during the 2004 election when some on the left tried to prove that the company helped Republicans steal the election. And now, apparently, the company has switched allegiances and is working for the Clintons and the Democrats:I'm not sure why Obama would have conceded so soon, given the virtually inexplicable turn of events in New Hampshire tonight. What's going on here? Before proceeding, I recommend you read the third section of the post I just ran an hour or so ago, concerning the way the ballots are counted in New Hampshire, largely on Diebold optical-scan voting systems, wholly controlled and programmed by a very very bad company named LHS Associates. Those Diebold op-scan machines are the exact same ones that were hacked in the HBO documentary, Hacking Democracy. See the previous report, as I recommend, which also includes a video of that hack, and footage of the guy who runs LHS Associates. That said, the the pre-election pollster's numbers (NOTE: that's not Exit Polls, but Pre-Election Polls!) were dead-on, for the most part, on the Republican side, as well as on the Democratic side. Except in the do-or-die (for Hillary) Clinton v. Obama race. I'm watching MSNBC right now, and they all seem to agree that the results, for the moment, defy explanation. I concur.Bradblog is no fly by night website. It is one of the top political blogs on the left. For any sane, rational person to jump to the conclusion that the vote was rigged based on absolutely no evidence whatsoever is astonishingly stupid except that evil Diebold is involved and that the pre-election polls were so wildly wrong. As for the latter, let's wait and see what the professionals come up with on why they missed the race so badly. As for the former, it is commentary like this that gives internet journalists and pundits a bad smell and denigrates the real investigative work of others.","at0800900_8.text","Conservative",9,"at"
"57","There are a lot of people who are eating some crow this morning.*  Pollsters, pundits, even professional political operatives all got it wrong in the New Hampshire Democratic primary.Hillary Clinton not only defied the odds, she defied expectations, the polls, and the prognosticators who had written her off on Monday - just 24 hours before the voting began. And the professional psephplogists who make a living analyzing and predicting elections are paying for it today with a big hit on their credibility:There will be a serious, critical look at the final pre-election polls in the Democratic presidential primary in New Hampshire; that is essential. It is simply unprecedented for so many polls to have been so wrong. We need to know why. But we need to know it through careful, empirically based analysis. There will be a lot of claims about what happened - about respondents who reputedly lied, about alleged difficulties polling in biracial contests. That may be so. It also may be a smokescreen - a convenient foil for pollsters who'd rather fault their respondents than own up to other possibilities - such as their own failings in sampling and likely voter modeling. There have been previous races that misstated support for black candidates in biracial races. But most of those were long ago, and there have been plenty of polls in biracial races that were accurate. (For more on past problems with polls in biracial races, see this blog I wrote for Freakonomics last May.) And there was no overstatement of Obama in Iowa polls. On the other hand, the pre-election polls in the New Hampshire Republican race were accurate. The problem was isolated to the Democratic side - where, it should be noted, we have not just one groundbreaking candidate in Barack Obama, but also another, in Hillary Clinton. Last night's results will give ammunition to those who believe that polls are rigged or biased. There have been incidences of results-driven polls but those have always been from the public polls taken by media outlets. What made last night such a shocker was that apparently even internal polling from the campaigns got it wrong as well.Those guys make their livings off being right. They can't afford to be biased or inaccurate. So when all the polls are so far off, something else is at work, something the pollsters couldn't see and take into account.Pollster Frank Luntz said on Fox News last night that it was the turnout models that did pollsters in and that the models they are using now are ""broken"" and pollsters must go back and create models that better reflect what happened in New Hampshire. Obama (and Hillary) are apparently attracting so many new voters - and many more voters in the cumulative - that it's just too difficult to get an accurate prediction of turnout.We'll see if they can improve as we go along. But one thing is absolutely certain; neither Obama or Hillary should believe any polls they are seeing until the pollsters can prove they have a handle on the new situation.* Lest there are those of you who think I exclude myself, here's my mea culpa.","at0800900_9.text","Conservative",9,"at"
"58","Yet another media embarrassment, as the unstoppable wave of support for Obama turned out to be quite stoppable. Despite stories of hundreds of supporters bussed in from New York and Massachusetts to fill the empty rallies in New Hampshire, it appears that Hillary was able to turn out her vote better than Obama.I suspect that a monumental effort was mounted to get her voters to the polls, and the thinner ranks of the Obama organization couldn't match it. Perhaps lulled by the media's certainty of an Obama sweep, some Obama voters stayed home.I am delighted that we'll still have Hillary to discuss. I look forward to oppo research on Obama coming out. I also think the GOP remains fractured, and McCain's victory is not anything approaching a wave that sweep away the others.We have two bruising races ahead.I wrote yesterday that I wasn't buying the predictions that Hillary would drop out antyime soon. But I didn't anticipate her bounce back. Perhaps the tearing-up did help humanize her. She appears to have run very well among women, and that might be a factor.Listening to her victory speech tonight I was reminded of how unpleasant her voice is on the ears. It is simply grating. Especially when she gets excited in front of a crowd. I cannot imagine her as president.","at0800900_10.text","Conservative",9,"at"
"59","Our preoccupation with the current political scene caused many of us to overlook a tragic and noble event that took place in Iraq on January 7.According to the most detailed account, in [UK] Times Online,  It was a day of ceremony, pride and hope. Dancing Iraqi soldiers celebrated the country's national army holiday with a new chant: ""Where is terrorism today?""In the central Karrada neighbourhood, an elderly man placed flowers into the gun barrels of three recruits. And then the suicide bomber struck.Four policemen, three soldiers and four civilians were killed, and many more wounded. The death toll would have been much higher were it not for the three soldiers who threw themselves at the bomber when they became suspicious. They absorbed much of the blast. Without their action, many more would have died...The names and photos of these three heroes should have been on the front pages of all the newspapers in the world. What could be a more compelling human story? It would have been a welcome change from the too-familiar faces of the candidates. To sink momentarily into politics, these three men, by giving their lives, gave the lie to the canard, common to all the current Democratic candidates, that our involvement in Iraq has been a pointless mistake. To most or all of our politicians, the war in Iraq is merely a bargaining chip for getting votes. But to these three, it was a matter of life and death.We are justifiably proud of the valor and determination of our soldiers in Iraq. But these three Iraqi soldiers, and 135,000 others like them, had even harder choices to make with even more at stake. Unaccustomed to living in a free country, despised by many of their own people as traitors, deceived and betrayed by self-serving leaders, they nonetheless chose to risk their lives and futures for in the hope of winning lasting freedom for their families and their people. If their efforts were to fail, they and their families would become the fugitive targets of reprisals. And when the climactic moment came, they chose to give their lives to save others.And they trusted us. The Times Online article continues:The plan for US forces to hand over control of security requires huge trust on both sides, as witnessed by The Times on a joint operation. In Yusifiyah, a town in an area south of Baghdad known as the Triangle of Death, US and Iraqi troops conduct joint air assaults, patrols and other operations without any problems.Captain Michael Starz, who spends much of his time mentoring Iraqi troops, said that he had no concern about malign elements, noting that the Iraqi forces handled much of the security at a shared base where they all live on the outskirts of the town. ""Literally they have our backs and we have their backs,"" he said.Let us hope, that whatever eventually happens in Iraq, the memory of this bond of trust and mutual respect between American and Iraqi soldiers will endure.Can anyone tell me the names of these three men? I want to remember them in my prayers. And from the paradise wherein I am certain their God and mine has placed them, I hope that they will pray for you and me-pray that we not betray the trust they placed in us and in our promise of freedom.","at0801000_0.text","Conservative",10,"at"
"60","Violence continues apace in Pakistan as al-Qaeda attempts to keep the pot boiling with its signature suicide bombers wreaking havoc with civilians and military alike.The latest attack occured in Lahore was aimed directly at the judicial system:The blast in front of Lahore High Court was the latest in a wave of attacks targeting politicians and security forces ahead of Feb. 18 parliamentary elections. There was no immediate claim of responsibility, but suspicion will likely fall on militants linked to Taliban and al-Qaida. It came as Scotland Yard investigators visited forensic laboratories elsewhere in Lahore, the capital of Punjab province, to examine evidence in the assassination two weeks ago of opposition leader Benazir Bhutto in Rawalpindi, a city to the north. ""There were about 60 to 70 policemen on duty when a man rammed into our ranks and soon there was a huge explosion,"" said police officer Syed Imtiaz Hussain, who suffered wounds to his legs and groin. ""I saw the bodies of other policemen burning. It was like hell."" The explosion left wounded lying in pools of blood, crying for help. TV news video showed at least four mangled bodies on the ground near a destroyed motorbike and a piece of smoking debris. Ambulance workers loaded victims onto stretchers as sirens wailed.President Pervez Musharraf continued to put up a brave front, saying that he would ""continue the fight against terrorism and extremism and not to be deterred by such acts,"" but there is a sense that the situation is spinning out of control. There have been 20 suicide attacks in the last few months that have killed more than 400 people in Pakistan.","at0801000_1.text","Conservative",10,"at"
"61","As explained  by Ray Robison  on these pages, Coalition forces in Pakistan have been splitting Al Qaeda from local tribes, much as AQ has been isolated from its local support in Iraq, with tribal leaders turning against it. Now it appears that this move is bearing publicly-visible fruit.Pakistan's Dawn newspaper reports:  WANA, Jan 9: Thousands of armed tribesmen of South Waziristan met here on Wednesday, vowing to organise a Lashkar to hunt down Al Qaeda-linked militants blamed for killing nine of their kinsmen.The tribal jirga in Wana came three days after militants stormed two offices and killed nine tribal elders of a government-sponsored peace committee.The jirga ordered tribesmen from every household belonging to the Wazir tribe to come to Wana with arms to prepare for action, a local official said.""One man from each house should come to Wana with a gun at 10am on Thursday to plan our defence and act against those who are responsible for disorder,"" tribal chief Malik Ghaffar told the gathering.Wazir tribe chief Maulvi Nazir, who earned fame after he drove out hundreds of Uzbeks from the region last year in bloody clashes, is expected to address the Lashkar on Thursday.He did not turn up at Wednesday's meeting but had earlier blamed Baitullah Mehsud, a local Al Qaeda commander and leader of the rival Mehsud tribe, for the killing of the peace committee members.This represents another triumph for our War on Terror strategy. It didn't just happen. It is the product of a complex series of moves. Note that while Pakistan's President Musharraf may be cooperating with this tribal initiative, it is not a political initiative of the government. Indeed, the limited ability of the formal government of Pakistan to control this territory has been an obstacle in the past.Hat tip: The Astute Blogger Update:  Andrew Bostom writes:Here is a sobering/depressing counterpoint from a reporter:*Not surprisingly, many Punjabis are now openly voicing the fear if the deteriorating situation in the Pashtun belt (NWFP and the tribal areas bordering Afghanistan) is not arrested and reversed fast, the frontier would be lost. And if the frontier is lost, then Baluchistan, too, would break away from Pakistan. This anecdote was especially depressing:According to another Pashtun journalist, who has been reporting the Islamist insurgency from ground-zero, there have been many desertions from the paramilitary forces (the Frontier Corp and Tribal Levies). He spoke about a friend of his who quit the tribal levies because he was warned by his father that if he died fighting the Taliban, let alone getting a burial, even his body will not be permitted to enter the village. *Thanks to Laurie Mylroie for pointing out that the reporter is an Indian, not a Pakistani, as previously reported.Update: Ray Robison writes:I actually don’t see that as a counter point but as a consequence. I predicted there was essentially going to be a Taliban civil war. So yeah, it’s gonna get messy in the administered areas, but that is what we WANT to happen. Musharraf (and the US) doesn’t need to send in forces to kill the Taliban if they are killing each other. The Pakistan government will not fall over this, though thhave a rough time ahead. It may even move the military and the democrats closer together.","at0801000_2.text","Conservative",10,"at"
"62","Senator John Kerry will endorse Barack Obama sources close to the Senator have told numerous media outlets.No word on how John Edwards, Kerry's 2004 running mate is taking the news, but if I were his staff, I'd keep all sharp objects out of his reach for a while:Kerry is flying to South Carolina for an event to be held shortly after 11 a.m. in Charleston, the sources said. Obama is holding a ""Rally for Change"" at the College of Charleston ahead of the Democrats' South Carolina primary on Jan. 26. Kerry's endorsement message will focus on Obama's ability to bring the country transformational change, the sources said. The endorsement also represents a sharp elbow at former North Carolina Sen. John Edwards, who was Kerry's running mate in 2004 and also a South Carolina native. Kerry, who had contemplated another run of his own this year, remains one of the Democratic Party's most popular figures, and gives Obama a big boost as he is trying to regain his momentum after finishing second to Sen. Hillary Rodham Clinton (D-N.Y.) in the New Hampshire primary on Tuesday. Hillary was never in the running since the Clinton machine put so much pressure on him last year to stay out of the race. I'm sure there's a barrelful of resentment and it is probably giving Kerry a lot of pleasure to stick it to Hillary. What about his former running mate Edwards? The two have had a cool relationship since the election. It's rumored that Kerry didn't think Edwards helped that much and may have hurt him in some places.","at0801000_3.text","Conservative",10,"at"
"63","It seems that Hillary Clinton Campaign's recently use of the racially charged term ""spadework"" on the Today Show in referring to Sen. Obama was not a one time event.   Back on July 24, 2007, the Clinton campaign attacked Sen. Obama for his remarks during a debate where he stated he would be willing to meet with leaders of Iran, Syria, Venezuela, Cuba and North Korea. In a post-debate rebuttal of Sen. Obama, reported by CBS, a member of Sen. Clinton's inner circle had this to say: ""I would think that without having done the diplomatic spadework, it would not really prove anything,"" former Secretary of State Madeleine Albright said in a conference call with reporters set up by the Clinton campaign. Hillary has been said to have a political ""tin ear"" earlier in this campaign, but she and her senior people chose their words very carefully, particularly in press releases and television appearances. This was an obvious unvarnished racial message, insulting an accomplished black man. The repeated use of it is not a coincidence. So much for gratefulness for years of black voter loyalty. I believe it was Brent Scowcroft who paraphrased Oscar Wilde by stating that, in politics, a friend is someone who stabs you in the front. The African-American community has just been stabbed in the front twice by the wife of ""the first black president."" I would propose Sen. Clinton can make amends for this breach of faith with the black community in only one way: an affirmative action set-aside. In keeping with Democratic party ideals and practices, Sen. Clinton should step aside and let Sen. Obama have her delegates. After all, the Democratic Party asks white firefighters and bank clerks to step aside for affirmative action to make up for hundreds of years of slavery and Jim Crow Laws, and those regular working people haven't insulted anyone in the press by making racially charged references to ""spadework."" It is only fair (no, I'm not auditioning as a Democrat speechwriter) and justice will only be served if Sen. Clinton resigns from the presidential primaries now. She owes it the people who have loyally supported her party for so many years in their struggle for equality. They deserve a chance at the brass ring.  What I just suggested will obviously not likely happen. However, as Sen. Clinton keeps aggressively attacking Sen. Obama, in ways considered by the public both fair and not so fair - and if she wins the nomination - a significant number of black people just may decide that they have better places for their hand on November 4th than on the Hillary Clinton lever in a voting booth.(Jack Kemp is not the politician of the same name.)","at0801000_4.text","Conservative",10,"at"
"64","Michigan's January 15th Democratic primary is meaningless at the moment thanks to sanctions put in place by the Democratic National Committee that denies any delegates to the state because they violated party rules and held their nominating contest prior to February 5.(Note: The GOP sanctions on the state took only half the delegates from the state's total to be seated at the convention).In fact, the DNC forbade any candidates from campaigning in the state or even being on the ballot (similar sanctions were leveled against Florida and three other states). But somehow, Hillary Clinton, Mike Gravel, and Dennis Kucinich are still on the ballot thanks to their refusal to remove their names once the paperwork had gone through.Now there's a move on among Michigan Democrats to have people vote ""uncomitted"" on the primary ballot while the state tries to change the mind of the DNC about not seating any delegates:U.S. Sen. Carl Levin and state Democratic Party Chair Mark Brewer said Michigan Dems can still have an indirect say in the nominating process if they check the ""uncommitted"" box on the ballot. State law prohibits write-ins for candidates who have not authorized write-in campaigns; Obama, Edwards and Richardson have not. If ""uncommitted"" draws at least 15 percent of the vote in a congressional district, delegates not bound to any candidate could be sent to the national convention, possibly enabling Obama and Edwards supporters to play a role in the nomination. ""You can't afford not to vote in Michigan,"" Levin said. ""It's critically important to vote to have impact on the delegates going to (the national party convention)."" Michigan campaign teams for Obama and Edwards are actively urging their supporters to vote ""uncommitted,"" Brewer said. Brewer is officially neutral in the presidential race, but he's long been a friend of labor, which generally has been supportive of Edwards in Michigan. Nationally, labor endorsements have been split. Will both the GOP and Democrats risk alienating voters in Michigan and Florida - two of t he ten largest states in the Union - by continuing the sanctions? No one knows which is why this is probably a good move by Michigan Democrats. But party rules forbid any kind of appeal - except on the convention floor. And that might be one interesting floor fight if Hillary wins the popular vote but many ""uncommitted"" delegates show up at the convention.","at0801000_5.text","Conservative",10,"at"
